'2034', '7a5b581575e2452ba8c66a78b53d4bf0', 'Chesapeake;Cincinnati;Aurora;Madison'
'2034', '3c969e9f108a4ac9b373fb124cfa0e90', 'Shreveport;Corpus Christi;Tulsa;Columbus;Santa Ana;Austin;Mesa;Las Vegas;Portland'
'2034', '8749067bb1a143ae8d0a543deb976869', 'Raleigh;Garland;Anaheim;Washington;Wichita;Mobile;Hialeah;Lincoln'
'2034', '69c53e25b1ea4b2abdbd59d8723a93d4', 'Richmond;Spokane;Fremont'
'2034', 'c7cd922437404f96a4a4a1f5c430bc15', 'Austin;Atlanta;Arlington'
'2034', 'd4b3940964804b89b8ef33a1cb6b6193', 'Stockton;Cincinnati;Fort Wayne'
'2034', 'de3b41d8cf4547b7a32876234334abe2', 'Stockton;Saint Petersburg;Long Beach;Milwaukee;Los Angeles;Fort Wayne;Newark;Houston;Fort Worth'
'2034', '0f3bff8d30804e3ea044020eab624bb2', 'Glendale;Louisville;Toledo;Sacramento;Fremont;Memphis;Chesapeake;Buffalo;Stockton;New York'
'2034', '4feb0bd0a79f41c1901a1092346c061f', 'Lexington-Fayette;Richmond;Newark;Saint Louis;Raleigh;Spokane;Saint Petersburg;Washington'
'2034', '985392deda6d491689576f4e86fff054', 'Raleigh'
'2034', 'd5dcbef9842b4ec19facab545e8ab2d7', 'Toledo;Tacoma'
'2034', '9d6797da2b394470a81a0be062b56dba', 'Minneapolis;Birmingham'
'2034', '8eccae2c44544586bce567ea77d783f4', 'Mesa;Bakersfield'
'2034', '8ad624e6dd084fec8e4a2517783a3ac2', 'Cleveland;Garland;Riverside;Grand Rapids;Houston'
'2034', 'b54a5bf3e8cc4b2c85231e020aba3b48', 'Tucson;Virginia Beach;Oakland;Columbus;Hialeah;Albuquerque'
'2034', '6b5af5cd52ed4309896cc04de6e14389', 'Memphis;Anaheim;Jersey City;Sacramento;Wichita;Irving;Milwaukee;Atlanta;Albuquerque;Oakland'
'2034', 'f900c27b3edc49a3a75ae0228d357d4f', 'Irving;Montgomery;Arlington'
'2034', '52506d889e7c480f9c2f3b00dc0250f0', 'Norfolk;Mobile'
'2034', '6684a5f739dd4c309e93b38e50610ff5', 'Anchorage;Tacoma;Riverside;Phoenix;Oakland;Tampa;Fort Worth;Oklahoma City'
'2034', '7c4dacaeb7da4a7f9cf7f86a113e6f55', 'Colorado Springs;Las Vegas;Charlotte;Sacramento;Fort Worth;Louisville;Des Moines'
'2034', '62d31b0a5e2344b1a8ad7da48b2ae618', 'Raleigh;Santa Ana;Saint Paul;Norfolk;Detroit;Birmingham'
'2034', '477cc8a012644b32b88a06fdad21fa6d', 'Spokane;Tacoma;Anaheim;Toledo;Honolulu;Richmond'
'2034', '8a0f7bb8bd0b4825a9566d66610396d9', 'Fremont;Sacramento;Albuquerque;Anaheim;Toledo;Arlington;Baton Rouge'
'2034', 'b5878358783a40eba90a9031bc0f50be', 'Minneapolis;Buffalo;Corpus Christi;Des Moines'
'2034', 'd121d9825dd14b48ae4c3869f0e4815f', 'Houston;Oklahoma City;Fort Worth'
'2034', '0602f712cafa49c19b7956aa76d55772', 'Scottsdale;Saint Paul;Greensboro;Honolulu;Buffalo;Atlanta;Memphis'
'2034', '71748b83247348f1acb30c96a9ec38d3', 'Spokane;Norfolk;New York;Baton Rouge;Aurora'
'2034', 'f24efc2f4d884eb0afec39aae50c0178', 'Oakland;Fresno;Tampa;Riverside;Raleigh;Augusta-Richmond County;Fort Wayne;Richmond;San Diego;Lexington-Fayette'
'2034', 'e8ed524de16847a7a6cbf9d221d398f1', 'Kansas City'
'2034', 'ac1be75a937846799e8ee109038b7ea4', 'Rochester;Fremont;Minneapolis;Jersey City;Spokane;Chesapeake;Scottsdale'
'2034', 'c7f217dc73714e2a9b1636567ff0618b', 'Anaheim;Shreveport;Montgomery;Toledo'
'2034', '83ec5bb6c200498cb5aecdfb3cb8cbfc', 'San Jose;Greensboro;Scottsdale'
'2034', '1123a234962a4863a56bc82b0807b74f', 'Washington;Raleigh;Montgomery;Mobile;Riverside;Cincinnati;Albuquerque;Tacoma;Omaha;Houston'
'2034', 'fc2d308124b146eb849d17fbd91b3041', 'Phoenix;Oakland;Plano;Los Angeles;Denver;Tampa;Augusta-Richmond County;Raleigh'
'2034', '8209ee3f24704223bf07a1762856c3ba', 'Seattle;San Diego;Omaha'
'2034', '3add5c9713244197b3c6085a59d65953', 'Corpus Christi;Fresno;Tampa;Louisville;Bakersfield;Spokane;Virginia Beach'
'2034', '74ca12961fb0495c9e1465e99bbeac2a', 'Glendale'
'2034', '512f2c1f0a6c4682ae4d1f6879867715', 'Plano;Corpus Christi;Nashville-Davidson'
'2034', '015135eb61e648239b1a5e027fcdb862', 'Buffalo;Phoenix;Fresno;San Francisco;New York;Colorado Springs;Newark;Columbus'
'2034', '969a54f56fb541499aee865fc7ad089c', 'Baton Rouge;Philadelphia;Lincoln;Sacramento'
'2034', '0124eaa4ac6c4d57b7005fd2bae7e297', 'New York'
'2034', '2a37b9797b8b490998835c8f096350e8', 'Arlington;Long Beach;Wichita'
'2034', '420d264c57fc48ef8570a7870059317b', 'Columbus'
'2034', '5bc3064479f24da9ba466689e5e70353', 'Colorado Springs;Chicago;Columbus;Shreveport;Anchorage;Louisville;Milwaukee;Cincinnati'
'2034', '1c84087136684aafb694e220d429020f', 'Louisville'
'2034', '4ceeb850648b4edcbe79ce296f718bee', 'Norfolk;Albuquerque;Lincoln;Lubbock;Wichita;Grand Rapids'
'2034', '8d383ae558154e44a6411027ae6122e8', 'Richmond;Wichita;Corpus Christi;Stockton;Plano'
'2034', '063804cce6474722af3b735fe0f72cff', 'Birmingham;Las Vegas;Buffalo;Albuquerque;Tacoma;Norfolk'
'2034', '91ed3f0e4324445f834d101995edf528', 'Chicago;Fresno'
'2034', '11cc11162b3b4a5eb6f02c909d39a425', 'Norfolk'
'2034', '21b56203cf444241b83c9c5e43adc940', 'Chicago;Las Vegas;Riverside;Albuquerque;Cincinnati;San Antonio;San Jose;Santa Ana'
'2034', '75838042be974fc58141a198b524908f', 'New York;Stockton;Kansas City;Tucson'
'2034', '6fbca23d816940bf8df8f7730ce0bcba', 'Las Vegas;Bakersfield;Louisville;Aurora'
'2034', '5693228bdc07452d8b708697d3bfdcaa', 'Raleigh'
'2034', 'a02a935baccd4acfadc1e1ae67ff136e', 'Jacksonville;Washington;New York;Yonkers;Madison;Chicago;Dallas;Virginia Beach;Toledo'
'2034', 'c5f32b7705ab43ac851bd38da78c3bd8', 'Louisville;Lubbock;Mobile;New Orleans;New York;Stockton;Omaha;Saint Petersburg;Richmond'
'2034', '62046e31798443789640776d9da448cf', 'Virginia Beach'
insert poc_multi_picklist (tenant_id, oid, cf_data) values ( '2034', '2b698b
